method,subset,alpha,coverage,volume,time,n_calib,n_test,timestamp
coordinate_wise,eth,0.1,0.6438356164383562,472102392.25521016,141.9829123020172,291,73,20251008_182756
multidimspci,eth,0.1,0.8493150684931506,1109.998891585189,20.350929975509644,291,73,12,20251008_182756
