experiment,status,time,error
Baseline Comparison (Coordinate-wise vs MultiDimSPCI),success,120.27036714553833,
Ablation 1: Rank Approximation,success,144.83975911140442,
Ablation 2: Calibration Set Size,success,118.49851179122925,
Ablation 3: Quantile Regression vs Empirical Quantile,success,62.10012769699097,
Ablation 4: Past Window Size,success,145.27195358276367,
Ablation 5: Global vs Local Ellipsoids,success,75.6581928730011,
