experiment,subset,alpha,rank,coverage,volume,time
rank_ablation,eth,0.1,4,0.821917808219178,2850.7926850855238,28.595584630966187
rank_ablation,eth,0.1,8,0.821917808219178,9686.983271115934,27.649031400680542
rank_ablation,eth,0.1,12,0.8082191780821918,787.0483660460552,27.55095362663269
rank_ablation,eth,0.1,16,0.8493150684931506,18.392092875902048,27.648866653442383
rank_ablation,eth,0.1,20,0.8493150684931506,0.07984237125886527,27.54128336906433
rank_ablation,eth,0.1,full,0.8493150684931506,0.00014512015745462615,27.43865203857422
