method,subset,alpha,coverage,volume,time,n_calib,n_test
coordinate_wise,eth,0.1,0.6438356164383562,472102392.25521016,142.71737098693848,291,73
multidimspci,eth,0.1,0.8493150684931506,1109.998891585189,20.403231143951416,291,73,12
